Code,Country,Year,HIC,BaselineIncidence,InterventionIncidence,Change,PercentChange,InterventionApplied
KNA,Saint Kitts and Nevis,2024,1,0.0,0.0,0.0,0.0,0
KOR,Republic of Korea,2024,1,0.95,0.9322031938820171,-0.017796806117982844,-1.8733480122220523,0
KWT,Kuwait,2024,1,1.42,1.4422897213615458,0.022289721361545833,1.5696986873222631,0
LAO,Lao People's Democratic Republic,2024,0,0.13,0.47418198305253745,0.34418198305253744,264.75537137521695,1
LBN,Lebanon,2024,0,12.75,18.127053109284237,5.377053109284237,42.172965562682855,1
LBR,Liberia,2024,0,399.98,551.695923504677,151.715923504677,37.93087742003077,1
LBY,Libya,2024,0,25.06,28.902097073630888,3.842097073630889,15.331592472528165,1
LCA,Saint Lucia,2024,0,0.0,0.2926794354515264,0.2926794354515264,292679435451.52637,1
LKA,Sri Lanka,2024,0,13.33,12.94121879975444,-0.3887812002455604,-2.9165881488570427,1
LSO,Lesotho,2024,0,0.43,0.733621033041879,0.303621033041879,70.609542551458,1
LTU,Lithuania,2024,1,9.44,10.442440314897805,1.0024403148978056,10.619071132279519,0
LUX,Luxembourg,2024,1,4.46,4.510290032493404,0.05029003249340391,1.1275792038626982,0
LVA,Latvia,2024,1,0.0,0.0662835518626451,0.0662835518626451,66283551862.6451,0
MAR,Morocco,2024,0,10.74,10.421486999938388,-0.3185130000616123,-2.9656703916075107,1
MCO,Monaco,2024,1,51.77,59.55002542500005,7.780025425000048,15.028057610556344,0
MDA,Republic of Moldova,2024,0,72.82,74.1861197855506,1.3661197855506089,1.876022776089993,1
MDG,Madagascar,2024,0,3.38,5.864091756128722,2.4840917561287217,73.4938389365452,1
MDV,Maldives,2024,0,5.68,5.439456290127467,-0.24054370987253293,-4.234924469512289,1
MEX,Mexico,2024,0,0.05,0.33265123944511965,0.28265123944511966,565.3024777596344,1
MHL,Marshall Islands,2024,0,0.0,0.36578309889655963,0.36578309889655963,365783098896.55963,1
MKD,North Macedonia,2024,0,1.1,1.431802754818443,0.331802754818443,30.163886798934467,1
MLI,Mali,2024,0,15.12,21.219208656031196,6.099208656031196,40.338681587241126,1
MLT,Malta,2024,1,16.68,18.200768085734264,1.5207680857342645,9.117314662620787,0
MMR,Myanmar,2024,0,0.55,0.9853666499793926,0.43536664997939256,79.15757270913362,1
MNE,Montenegro,2024,0,54.82,70.49881703345143,15.67881703345143,28.60054183404383,1
MNG,Mongolia,2024,0,3.45,3.4499999999999997,-4.440892098500626e-16,-1.2872151009773635e-14,1
MOZ,Mozambique,2024,0,20.39,33.14156194646474,12.75156194646474,62.53831263561649,1
MRT,Mauritania,2024,0,69.64,97.2643659374428,27.624365937442803,39.66738359764953,1
MWI,Malawi,2024,0,8.31,10.816174323080064,2.5061743230800637,30.158535776773824,1
MYS,Malaysia,2024,0,106.62,108.61162572908376,1.9916257290837507,1.867966356295144,1
NAM,Namibia,2024,0,24.42,32.16257168955356,7.742571689553557,31.705862774454754,1
NER,Niger,2024,0,62.63,74.04721945982018,11.417219459820181,18.229633498007264,1
NGA,Nigeria,2024,0,47.05,82.2918166911879,35.24181669118791,74.90290476325825,1
NIC,Nicaragua,2024,0,0.0,0.12143135929929859,0.12143135929929859,121431359299.29858,1
NIU,Niue,2024,0,0.0,0.0,0.0,0.0,1
NLD,Netherlands (Kingdom of the),2024,1,11.25,12.927767508917025,1.6777675089170252,14.913488968018772,0
NOR,Norway,2024,1,1.79,1.8156976539664098,0.025697653966409773,1.4356231265348687,0
NPL,Nepal,2024,0,3.91,4.000864916649331,0.0908649166493305,2.323910911688148,1
NRU,Nauru,2024,1,0.0,0.0,0.0,0.0,0
NZL,New Zealand,2024,1,0.19,0.2805645855113686,0.09056458551136859,47.6655712966858,0
OMN,Oman,2024,1,2.46,2.335407000575006,-0.12459299942499413,-5.0647560739808695,0
PAK,Pakistan,2024,0,96.56,108.90954142913607,12.349541429136067,12.789500237285914,1
PAN,Panama,2024,1,0.0,0.12658406548930012,0.12658406548930012,126584065489.30011,0
PER,Peru,2024,0,0.06,0.2617123781578936,0.2017123781578936,336.18729636951053,1
PHL,Philippines,2024,0,34.56,43.31240580613159,8.752405806131591,25.32524828155748,1
PLW,Palau,2024,1,0.0,0.0662835518626451,0.0662835518626451,66283551862.6451,0
PNG,Papua New Guinea,2024,0,0.0,0.8825446435027025,0.8825446435027025,882544643502.7024,1
POL,Poland,2024,1,7.37,8.429508628145442,1.0595086281454416,14.375965103542272,0
PRK,Democratic People's Republic of Korea,2024,0,0.0,0.0,0.0,0.0,1
PRT,Portugal,2024,1,3.36,3.3202081668336385,-0.03979183316636137,-1.1842807489636038,0
PRY,Paraguay,2024,0,0.0,0.26919165661439964,0.26919165661439964,269191656614.39966,1
QAT,Qatar,2024,1,16.4,15.773434049134416,-0.626565950865583,-3.8205240906205034,0
ROU,Romania,2024,1,1613.98,2184.581806625167,570.6018066251668,35.35370987404623,0
RUS,Russian Federation,2024,1,152.44,155.27957491052416,2.8395749105241634,1.8627492197076234,0
RWA,Rwanda,2024,0,2.88,2.951803640855275,0.07180364085527513,2.493181974054929,1
SAU,Saudi Arabia,2024,1,36.6,36.25684107177632,-0.34315892822368,-0.9375927000621376,0
SDN,Sudan,2024,0,28.78,50.15072814020413,21.37072814020413,74.25548346118788,1
SEN,Senegal,2024,0,28.65,33.33473889541278,4.684738895412778,16.351619181139363,1
SGP,Singapore,2024,1,2.06,2.116628644592047,0.05662864459204675,2.7489633295775624,0
SLB,Solomon Islands,2024,0,0.0,0.3045858257102101,0.3045858257102101,304585825710.2101,1
SLE,Sierra Leone,2024,0,5.32,6.732448281778069,1.4124482817780688,26.54977973217141,1
SLV,El Salvador,2024,0,0.0,0.04690935006367565,0.04690935006367565,46909350063.675644,1
SMR,San Marino,2024,1,59.56,67.85433472163386,8.29433472163386,13.92601531500996,0
SOM,Somalia,2024,0,79.75,142.87883769906264,63.12883769906264,79.15841717740875,1
SRB,Serbia,2024,0,132.42,137.40385893548122,4.983858935481237,3.763675377947043,1
SSD,South Sudan,2024,0,257.55,288.94607794683355,31.396077946833543,12.190284584283189,1
SVK,Slovakia,2024,1,0.73,0.7459343875849066,0.015934387584906617,2.1827928195512087,0
SVN,Slovenia,2024,1,8.02,8.53009943083366,0.5100994308336606,6.360342030265589,0
SWE,Sweden,2024,1,3.49,3.6152134131295126,0.1252134131295124,3.587776880398986,0
SWZ,Eswatini,2024,0,0.0,0.0860162944419833,0.0860162944419833,86016294441.9833,1
SYR,Syrian Arab Republic,2024,0,5.43,6.724089318224107,1.294089318224107,23.83221580479328,1
TCD,Chad,2024,0,57.05,89.97272293225399,32.92272293225399,57.70854151129936,1
TGO,Togo,2024,0,41.2,52.559887909127674,11.359887909127671,27.57254346868956,1
THA,Thailand,2024,0,114.32,123.09639327829505,8.77639327829506,7.677041006199602,1
TJK,Tajikistan,2024,0,0.0,0.0,0.0,0.0,1
TKM,Turkmenistan,2024,0,0.0,0.0,0.0,0.0,1
TLS,Timor-Leste,2024,0,1.43,2.000461336940159,0.570461336940159,39.892401181836824,1
TTO,Trinidad and Tobago,2024,1,0.0,0.056552043329674014,0.056552043329674014,56552043329.67401,0
TUN,Tunisia,2024,0,1.3,1.2582093674240884,-0.041790632575911646,-3.214664044053614,1
TUR,Türkiye,2024,0,17.41,17.57956767366366,0.16956767366366066,0.9739671089183614,1
TUV,Tuvalu,2024,0,0.0,0.037354661486144025,0.037354661486144025,37354661486.14402,1
TZA,United Republic of Tanzania,2024,0,5.75,7.183176204917961,1.4331762049179613,24.924803563357155,1
UGA,Uganda,2024,0,21.41,32.85505810614013,11.445058106140127,53.45660021525769,1
UKR,Ukraine,2024,0,12.49,14.058916951362836,1.5689169513628354,12.561384718577054,1
URY,Uruguay,2024,1,0.0,0.0,0.0,0.0,0
USA,United States of America,2024,1,0.83,0.83,0.0,0.0,0
UZB,Uzbekistan,2024,0,40.12,38.639287821862474,-1.480712178137523,-3.6907083203734605,1
VCT,Saint Vincent and the Grenadines,2024,0,0.0,0.0,0.0,0.0,1
VEN,Venezuela (Bolivarian Republic of),2024,0,0.0,0.496924482013415,0.496924482013415,496924482013.415,1
VNM,Viet Nam,2024,0,20.84,20.839999999999996,-3.552713678800501e-15,-1.7047570435621178e-14,1
WSM,Samoa,2024,0,0.0,0.3783628198530524,0.3783628198530524,378362819853.0524,1
YEM,Yemen,2024,0,591.13,979.4307616625457,388.3007616625457,65.68787942795662,1
ZAF,South Africa,2024,0,17.33,19.650285920418863,2.320285920418865,13.388839702282034,1
ZMB,Zambia,2024,0,15.01,17.88269658261387,2.8726965826138713,19.13855151628736,1
ZWE,Zimbabwe,2024,0,2.16,2.692988452776625,0.5329884527766247,24.67539133110876,1
