Code,Country,Year,HIC,BaselineIncidence,InterventionIncidence,Change,PercentChange,InterventionApplied
GIN,Guinea,2024,0,43.04,32.37927430027168,-10.660725699728317,-24.76934409782423,1
GMB,Gambia,2024,0,6.88,4.972495038286579,-1.9075049617134212,-27.72536281519907,1
GNB,Guinea-Bissau,2024,0,25.44,19.03969147364177,-6.400308526358231,-25.158445465145725,1
GNQ,Equatorial Guinea,2024,0,272.65,206.40777502882244,-66.24222497117754,-24.295699604310748,1
GRC,Greece,2024,1,3.78,2.6229094267778983,-1.1570905732221015,-30.610861724642614,0
GRD,Grenada,2024,0,0.0,0.0,0.0,0.0,1
GTM,Guatemala,2024,0,0.0,0.0,0.0,0.0,1
GUY,Guyana,2024,1,0.0,0.0,0.0,0.0,0
HND,Honduras,2024,0,0.0,0.0,0.0,0.0,1
HRV,Croatia,2024,1,8.52,6.2155016198589115,-2.304498380141088,-27.04810305298169,0
HTI,Haiti,2024,0,0.0,0.0,0.0,0.0,1
HUN,Hungary,2024,1,1.86,1.1676822093273618,-0.6923177906726383,-37.22138659330198,0
IDN,Indonesia,2024,0,25.37,18.986636314672214,-6.383363685327787,-25.161070892008773,1
IND,India,2024,0,14.31,10.603921197483183,-3.706078802516817,-25.898524126421513,1
IRL,Ireland,2024,1,40.34,30.33286102573187,-10.007138974268134,-24.80698803729134,0
IRN,Iran (Islamic Republic of),2024,0,4.77,3.3732609607758315,-1.396739039224168,-29.281740863624453,1
IRQ,Iraq,2024,0,703.71,533.1214439633163,-170.5885560366837,-24.241314751340674,1
ISL,Iceland,2024,1,5.08,3.6082195219266993,-1.4717804780733008,-28.97205665441592,0
ISR,Israel,2024,1,3.3,2.259102622415264,-1.0408973775847357,-31.542344774339192,0
ITA,Italy,2024,1,17.78,13.233941220688063,-4.546058779311938,-25.56838458541265,0
JAM,Jamaica,2024,0,0.0,0.0,0.0,0.0,1
JOR,Jordan,2024,0,1.38,0.8038754049647275,-0.5761245950352724,-41.74815905750175,1
JPN,Japan,2024,1,0.34,0.015627328845687006,-0.324372671154313,-95.40372678203214,0
KAZ,Kazakhstan,2024,0,1366.85,1035.735702807144,-331.11429719285593,-24.224625759434595,1
KEN,Kenya,2024,0,24.47,18.304498556492273,-6.1655014435077256,-25.196164460492565,1
KGZ,Kyrgyzstan,2024,0,2005.01,1519.416849207265,-485.59315079273506,-24.21898897226003,1
KHM,Cambodia,2024,0,37.76,28.377399452282706,-9.382600547717292,-24.847988738592278,1
KIR,Kiribati,2024,0,0.0,0.0,0.0,0.0,1
KNA,Saint Kitts and Nevis,2024,1,0.0,0.0,0.0,0.0,0
KOR,Republic of Korea,2024,1,0.95,0.4779651427232012,-0.4720348572767988,-49.68787970811694,0
KWT,Kuwait,2024,1,1.42,0.8341926386616138,-0.5858073613383862,-41.25403952796705,0
LAO,Lao People's Democratic Republic,2024,0,0.13,0.0,-0.13,-99.99999992307691,1
LBN,Lebanon,2024,0,12.75,9.421549083304624,-3.3284509166953757,-26.105497385641335,1
LBR,Liberia,2024,0,399.98,302.9151091944354,-97.06489080556463,-24.267436073188748,1
LBY,Libya,2024,0,25.06,18.75167775352135,-6.3083222464786495,-25.1728740880027,1
LCA,Saint Lucia,2024,0,0.0,0.0,0.0,0.0,1
LKA,Sri Lanka,2024,0,13.33,9.861148971909476,-3.4688510280905245,-26.02288843259191,1
LSO,Lesotho,2024,0,0.43,0.08384110466368083,-0.34615889533631916,-80.50206866414351,1
LTU,Lithuania,2024,1,9.44,6.912797994887293,-2.5272020051127067,-26.77120768099508,0
LUX,Luxembourg,2024,1,4.46,3.1383023996249633,-1.3216976003750367,-29.63447534406731,0
LVA,Latvia,2024,1,0.0,0.0,0.0,0.0,0
MAR,Morocco,2024,0,10.74,7.898108090036094,-2.8418919099639064,-26.460818528281617,1
MCO,Monaco,2024,1,51.77,38.9960105546171,-12.773989445382902,-24.674501536330357,0
MDA,Republic of Moldova,2024,0,72.82,54.95045478760339,-17.869545212396602,-24.53933701232088,1
MDG,Madagascar,2024,0,3.38,2.3197370898090366,-1.0602629101909633,-31.36872515265073,1
MDV,Maldives,2024,0,5.68,4.062978027379991,-1.6170219726200088,-28.468696700555284,1
MEX,Mexico,2024,0,0.05,0.0,-0.05,-99.9999998,1
MHL,Marshall Islands,2024,0,0.0,0.0,0.0,0.0,1
MKD,North Macedonia,2024,0,1.1,0.5916547690865244,-0.5083452309134757,-46.21320280611477,1
MLI,Mali,2024,0,15.12,11.217845179845128,-3.9021548201548715,-25.807902249530848,1
MLT,Malta,2024,1,16.68,12.40021729402369,-4.279782705976309,-25.658169699943958,0
MMR,Myanmar,2024,0,0.55,0.17479280575433948,-0.37520719424566057,-68.21948985044384,1
MNE,Montenegro,2024,0,54.82,41.307699624004655,-13.512300375995345,-24.648486639858984,1
MNG,Mongolia,2024,0,3.45,2.3727922487785875,-1.0772077512214127,-31.223413077976495,1
MOZ,Mozambique,2024,0,20.39,15.212140719409883,-5.177859280590118,-25.394111233765198,1
MRT,Mauritania,2024,0,69.64,52.540234708701014,-17.099765291298986,-24.554516500968454,1
MWI,Malawi,2024,0,8.31,6.056336142950259,-2.253663857049742,-27.11990200989918,1
MYS,Malaysia,2024,0,106.62,80.56851726147225,-26.051482738527753,-24.433954922625507,1
NAM,Namibia,2024,0,24.42,18.266602014371173,-6.153397985628828,-25.198189949236816,1
NER,Niger,2024,0,62.63,47.22713950332167,-15.40286049667833,-24.593422475896112,1
NGA,Nigeria,2024,0,47.05,35.418576978384515,-11.631423021615483,-24.721409185102576,1
NIC,Nicaragua,2024,0,0.0,0.0,0.0,0.0,1
NIU,Niue,2024,0,0.0,0.0,0.0,0.0,1
NLD,Netherlands (Kingdom of the),2024,1,11.25,8.284652819671393,-2.9653471803286067,-26.35864160268665,0
NOR,Norway,2024,1,1.79,1.114627050357811,-0.675372949642189,-37.730332380137355,0
NPL,Nepal,2024,0,3.91,2.7214404362927787,-1.1885595637072215,-30.39794280503385,1
NRU,Nauru,2024,1,0.0,0.0,0.0,0.0,0
NZL,New Zealand,2024,1,0.19,0.0,-0.19,-99.99999994736841,0
OMN,Oman,2024,1,2.46,1.6224407147806545,-0.8375592852193454,-34.047125414036515,0
PAK,Pakistan,2024,0,96.56,72.94373298670533,-23.616267013294674,-24.457608754422342,1
PAN,Panama,2024,1,0.0,0.0,0.0,0.0,0
PER,Peru,2024,0,0.06,0.0,-0.06,-99.99999983333333,1
PHL,Philippines,2024,0,34.56,25.95202075653182,-8.607979243468183,-24.90734734792614,1
PLW,Palau,2024,1,0.0,0.0,0.0,0.0,0
PNG,Papua New Guinea,2024,0,0.0,0.0,0.0,0.0,1
POL,Poland,2024,1,7.37,5.343881151073433,-2.0261188489265667,-27.49143621301323,0
PRK,Democratic People's Republic of Korea,2024,0,0.0,0.0,0.0,0.0,1
PRT,Portugal,2024,1,3.36,2.3045784729605936,-1.0554215270394063,-31.41135497047604,0
PRY,Paraguay,2024,0,0.0,0.0,0.0,0.0,1
QAT,Qatar,2024,1,16.4,12.187996658145487,-4.212003341854512,-25.682947206273354,0
ROU,Romania,2024,1,1613.98,1223.043151894931,-390.936848105069,-24.221914032704543,0
RUS,Russian Federation,2024,1,152.44,115.29690846125536,-37.14309153874464,-24.365712108843006,0
RWA,Rwanda,2024,0,2.88,1.9407716685979592,-0.9392283314020407,-32.61209483921627,1
SAU,Saudi Arabia,2024,1,36.6,27.498199675073007,-9.101800324926995,-24.868306898639688,0
SDN,Sudan,2024,0,28.78,21.57118048733176,-7.208819512668242,-25.04801776456982,1
SEN,Senegal,2024,0,28.65,21.47264947781688,-7.177350522183119,-25.051834283274236,1
SGP,Singapore,2024,1,2.06,1.3192683778117926,-0.7407316221882074,-35.957845735546094,0
SLB,Solomon Islands,2024,0,0.0,0.0,0.0,0.0,1
SLE,Sierra Leone,2024,0,5.32,3.7901229241080165,-1.5298770758919837,-28.757087892165913,1
SLV,El Salvador,2024,0,0.0,0.0,0.0,0.0,1
SMR,San Marino,2024,1,59.56,44.900291817085694,-14.659708182914308,-24.613344833595857,0
SOM,Somalia,2024,0,79.75,60.20291552558893,-19.547084474411072,-24.510450751581896,1
SRB,Serbia,2024,0,132.42,100.12313299596376,-32.29686700403623,-24.389719833870902,1
SSD,South Sudan,2024,0,257.55,194.96301930824788,-62.58698069175213,-24.30090494728318,1
SVK,Slovakia,2024,1,0.73,0.3112203573903272,-0.41877964260967276,-57.367074322233655,0
SVN,Slovenia,2024,1,8.02,5.836536198647833,-2.1834638013521666,-27.225234430485553,0
SWE,Sweden,2024,1,3.49,2.403109482475474,-1.0868905175245263,-31.142994770584046,0
SWZ,Eswatini,2024,0,0.0,0.0,0.0,0.0,1
SYR,Syrian Arab Republic,2024,0,5.43,3.873495316774453,-1.5565046832255467,-28.664911292760255,1
TCD,Chad,2024,0,57.05,42.99788540260607,-14.052114597393924,-24.63122628811445,1
TGO,Togo,2024,0,41.2,30.98468155021492,-10.215318449785084,-24.794462256699727,1
THA,Thailand,2024,0,114.32,86.40458474812283,-27.915415251877164,-24.41866274654719,1
TJK,Tajikistan,2024,0,0.0,0.0,0.0,0.0,1
TKM,Turkmenistan,2024,0,0.0,0.0,0.0,0.0,1
TLS,Timor-Leste,2024,0,1.43,0.8417719470858355,-0.5882280529141645,-41.13482887223984,1
TTO,Trinidad and Tobago,2024,1,0.0,0.0,0.0,0.0,0
TUN,Tunisia,2024,0,1.3,0.7432409375709553,-0.5567590624290447,-42.82762018355516,1
TUR,Türkiye,2024,0,17.41,12.953506808991863,-4.456493191008137,-25.597318730514303,1
TUV,Tuvalu,2024,0,0.0,0.0,0.0,0.0,1
TZA,United Republic of Tanzania,2024,0,5.75,4.116033186349544,-1.6339668136504564,-28.416814149948518,1
UGA,Uganda,2024,0,21.41,15.985230178680482,-5.424769821319519,-25.33755171085559,1
UKR,Ukraine,2024,0,12.49,9.224487064274863,-3.2655129357251376,-26.145019501192895,1
URY,Uruguay,2024,1,0.0,0.0,0.0,0.0,0
USA,United States of America,2024,1,0.83,0.38701344163254264,-0.4429865583674573,-53.37187449567295,0
UZB,Uzbekistan,2024,0,40.12,30.166116240398985,-9.953883759601013,-24.810278563250755,1
VCT,Saint Vincent and the Grenadines,2024,0,0.0,0.0,0.0,0.0,1
VEN,Venezuela (Bolivarian Republic of),2024,0,0.0,0.0,0.0,0.0,1
VNM,Viet Nam,2024,0,20.84,15.553209598499851,-5.286790401500149,-25.368476014754226,1
WSM,Samoa,2024,0,0.0,0.0,0.0,0.0,1
YEM,Yemen,2024,0,591.13,447.7935897234303,-143.33641027656972,-24.247865998434435,1
ZAF,South Africa,2024,0,17.33,12.892872341598087,-4.437127658401911,-25.603737209326646,1
ZMB,Zambia,2024,0,15.01,11.13447278717869,-3.875527212821309,-25.81963499530639,1
ZWE,Zimbabwe,2024,0,2.16,1.395061462054008,-0.7649385379459921,-35.413821199563806,1
