Analysis,Total_Effect,Direct_Effect,Indirect_Effect_Total,Hesitancy_to_MCV1,Hesitancy_to_MCV2_Total,Hesitancy_to_MCV2_Direct,Proportion_Mediated
Mediation: VaccineHesitancy → MCV1/MCV2 → LogIncidence,-0.0029640734283806758,-0.0082177575389637,0.005253684110583023,-0.23207111413111647,-0.08970864802361689,0.13469411008404109,-1.7724541032889327
